ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20120025621,10/30/2012,17:35:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,29365,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Highway,18-21,Serious injury,Bicyclists
T20120025626,11/14/2012,18:00:00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,36557,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,40-49,Other injury,Bicyclists
T20120025646,11/15/2012,8:25:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,256346,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other,26-29,Other injury,Bicyclists
T20120025657,11/3/2012,12:30:00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,42746,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,16-17,Other injury,Bicyclists
T20120025677,11/15/2012,13:30:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,51720,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,13-15,Other injury,Bicyclists
T20120025679,11/14/2012,16:30:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,256215,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20120025717,11/16/2012,7:10:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,64424,1,0,1,0,0,1,1,2,T intersection,2,999,Arterial Other,26-29,Serious injury,Bicyclists
T20120025725,11/3/2012,14:20:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,258229,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,50-59,Other injury,Bicyclists
T20120025730,11/1/2012,8:45:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,37835,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20120025742,11/15/2012,18:00:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,29397,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20120025758,11/16/2012,16:07:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,52728,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Highway,50-59,Other injury,Bicyclists
T20120025770,11/16/2012,13:30:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,45633,2,0,0,1,0,1,2,2,T intersection,3,50,Arterial Other,40-49,Other injury,Bicyclists
T20120025773,11/16/2012,18:20:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,1,36095,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20120025795,11/13/2012,18:15:00,1,Collision with vehicle,3,Tuesday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),1,36481,2,0,1,0,1,2,2,1,Cross intersection,2,50,Arterial Other,26-29,Serious injury,Bicyclists
T20120025804,11/8/2012,14:15:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,42796,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20120025829,11/15/2012,6:55:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,2,66631,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other,50-59,Other injury,Bicyclists
T20120025831,9/8/2012,10:30:00,7,Fall from or in moving vehicle,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,255806,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20120025838,11/17/2012,16:05:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,256197,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,50-59,Serious injury,Bicyclists
T20120025881,11/17/2012,17:47:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,57311,1,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Highway,30-39,Other injury,Bicyclists
T20120025893,11/11/2012,15:28:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,44847,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20120025900,6/16/2012,10:45:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,256010,2,0,0,1,0,1,2,5,Not at intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120025961,11/19/2012,7:25:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),1,69022,2,0,0,2,0,2,2,2,T intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20120025971,11/19/2012,15:09:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,37136,2,0,1,0,1,2,2,2,T intersection,2,40,Arterial Other,22-25,Serious injury,Bicyclists
T20120026001,11/5/2012,10:20:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,273902,2,0,1,0,1,2,2,5,Not at intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20120026003,11/20/2012,8:40:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,277108,2,0,1,0,1,2,1,4,Multiple intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20120026007,11/6/2012,11:30:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,256313,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20120026011,11/20/2012,11:26:00,8,No collision and no object struck,3,Tuesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,256329,1,0,0,1,0,1,2,5,Not at intersection,3,50,Arterial Other,40-49,Other injury,Bicyclists
T20120026061,11/21/2012,5:46:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,2,39670,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,30-39,Serious injury,Bicyclists
T20120026111,10/20/2012,14:15:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,30939,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,26-29,Other injury,Bicyclists
T20120026125,11/21/2012,8:00:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,370,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,60-64,Other injury,Bicyclists
T20120026157,11/20/2012,19:20:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),2,62271,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20120026186,11/22/2012,12:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,1335,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20120026195,8/13/2012,11:20:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,45578,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20120026198,10/29/2012,17:15:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,255776,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120026213,11/22/2012,18:50:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,225939,2,0,1,0,1,2,1,1,Cross intersection,2,50,Arterial Highway,30-39,Serious injury,Bicyclists
T20120026265,11/22/2012,14:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,154558,2,0,0,1,1,2,2,5,Not at intersection,3,80,Arterial Highway,50-59,Other injury,Bicyclists
T20120026280,11/10/2012,11:00:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,256204,1,0,0,1,0,1,2,5,Not at intersection,3,70,Arterial Other,40-49,Other injury,Bicyclists
T20120026285,11/23/2012,14:50:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,256206,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,70+,Other injury,Bicyclists
T20120026298,11/23/2012,17:35:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29371,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20120026336,11/24/2012,8:50:00,1,Collision with vehicle,6,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,256169,2,0,1,0,3,4,1,5,Not at intersection,2,80,Local Road,50-59,Serious injury,Bicyclists
T20120026339,11/24/2012,10:25:00,1,Collision with vehicle,7,Saturday,111,RIGHT FAR (INTERSECTIONS ONLY),1,50242,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120026409,11/25/2012,9:31:00,1,Collision with vehicle,1,Sunday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,1,41775,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,50-59,Other injury,Bicyclists
T20120026423,11/25/2012,15:38:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,256274,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20120026465,11/15/2012,6:05:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),2,45584,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20120026473,11/26/2012,8:24:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,35398,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20120026481,11/23/2012,18:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37572,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20120026506,11/26/2012,14:50:00,1,Collision with vehicle,2,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,256440,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Highway,50-59,Other injury,Bicyclists
T20120026512,11/26/2012,13:20:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,251,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,30-39,Other injury,Bicyclists
T20120026533,11/26/2012,13:30:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35427,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,22-25,Other injury,Bicyclists
T20120026563,11/27/2012,8:42:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,273951,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20120026605,11/22/2012,13:35:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,40108,2,0,1,0,1,2,2,2,T intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20120026621,11/25/2012,21:35:00,1,Collision with vehicle,0,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,35297,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,30-39,Other injury,Bicyclists
T20120026632,11/27/2012,18:17:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,41544,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20120026650,11/28/2012,8:20:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,244015,2,0,0,2,0,2,1,2,T intersection,3,60,Local Road,26-29,Other injury,Bicyclists
T20120026678,11/28/2012,12:20:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,256508,2,0,0,1,2,3,1,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20120026681,11/28/2012,8:06:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,38830,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,26-29,Other injury,Bicyclists
T20120026683,11/28/2012,11:45:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,256496,3,0,0,1,2,3,1,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20120026685,11/28/2012,12:15:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,66021,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,65-69,Other injury,Bicyclists
T20120026692,9/12/2012,18:00:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,46158,2,0,1,0,1,2,2,4,Multiple intersection,2,60,Arterial Other,26-29,Serious injury,Bicyclists
T20120026696,5/4/2012,17:50:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,9,37570,2,0,0,1,2,3,2,1,Cross intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20120026713,11/28/2012,18:00:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,256462,2,0,1,0,1,2,1,4,Multiple intersection,2,100,Freeway,30-39,Serious injury,Bicyclists
T20120026721,11/28/2012,18:30:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,14250,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20120026738,11/28/2012,17:45:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),9,256506,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120026756,11/29/2012,10:00:00,1,Collision with vehicle,5,Thursday,143,ENTERING PARKING,1,273953,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,16-17,Other injury,Bicyclists
T20120026769,11/24/2012,13:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,36572,1,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,26-29,Not injured,Bicyclists
T20120026801,11/28/2012,9:30:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,65743,2,0,1,0,1,2,2,2,T intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20120026840,11/30/2012,8:11:00,1,Collision with vehicle,6,Friday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,256468,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20120026847,11/30/2012,8:15:00,1,Collision with vehicle,5,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,35364,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20120026856,11/29/2012,15:00:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,256452,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20120026877,11/28/2012,21:20:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,3,52828,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,18-21,Other injury,Bicyclists
T20120026928,12/1/2012,6:45:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,256844,2,0,2,0,0,2,1,5,Not at intersection,2,80,Arterial Other,45424,Serious injury,Bicyclists
T20120026930,12/1/2012,11:25:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,41265,2,0,0,1,1,2,2,1,Cross intersection,3,777,Arterial Other,60-64,Other injury,Bicyclists
T20120026932,12/1/2012,10:10:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,256842,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,50-59,Serious injury,Bicyclists
T20120026998,12/1/2012,14:25:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,257179,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Highway,13-15,Other injury,Bicyclists
T20120027009,12/2/2012,14:00:00,1,Collision with vehicle,1,Sunday,142,LEAVING PARKING,1,256947,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20120027020,11/19/2012,9:10:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,223523,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20120027049,11/30/2012,10:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,53107,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,70+,Other injury,Bicyclists
T20120027137,12/3/2012,15:13:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,256911,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,26-29,Other injury,Bicyclists
T20120027141,11/28/2012,18:20:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,68345,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,50-59,Other injury,Bicyclists
T20120027186,12/4/2012,14:50:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37845,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,70+,Other injury,Bicyclists
T20120027221,12/5/2012,9:30:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,35344,2,0,0,1,2,3,2,2,T intersection,3,50,Arterial Other,50-59,Other injury,Bicyclists
T20120027238,12/4/2012,16:30:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,65051,2,0,1,0,2,3,1,2,T intersection,2,60,Local Road,30-39,Serious injury,Bicyclists
T20120027278,11/30/2012,17:00:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,64873,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120027293,12/6/2012,7:45:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,64562,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20120027303,12/3/2012,9:05:00,1,Collision with vehicle,2,Monday,142,LEAVING PARKING,1,257375,2,0,1,0,1,2,2,2,T intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20120027323,11/19/2012,13:00:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,73784,1,0,0,1,0,1,2,1,Cross intersection,3,50,Uknown,50-59,Other injury,Bicyclists
T20120027335,12/6/2012,16:15:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,257550,2,0,0,1,3,4,1,2,T intersection,3,50,Arterial Highway,50-59,Not injured,Bicyclists
T20120027353,12/6/2012,15:35:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,37067,3,0,0,1,2,3,1,1,Cross intersection,3,50,Uknown,45424,Other injury,Bicyclists
T20120027375,12/3/2012,8:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37831,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,13-15,Other injury,Bicyclists
T20120027416,12/7/2012,11:57:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,29356,2,0,1,1,0,2,1,2,T intersection,2,40,Arterial Other,26-29,Serious injury,Bicyclists
T20120027423,12/6/2012,20:45:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,6,257079,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,22-25,Other injury,Bicyclists
T20120027458,12/8/2012,10:00:00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,70113,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20120027459,12/4/2012,18:20:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,35500,2,0,1,0,1,2,2,1,Cross intersection,2,60,Arterial Highway,22-25,Serious injury,Bicyclists
T20120027460,12/8/2012,9:25:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,256687,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,50-59,Serious injury,Bicyclists
T20120027483,12/7/2012,17:20:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,258388,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20120027528,12/9/2012,8:25:00,1,Collision with vehicle,1,Sunday,116,LEFT NEAR (INTERSECTIONS ONLY),1,29651,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20120027531,12/9/2012,12:40:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,256663,2,0,0,2,0,2,1,5,Not at intersection,3,60,Arterial Highway,40-49,Other injury,Bicyclists
T20120027561,12/7/2012,18:09:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,256682,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20120027570,12/10/2012,8:05:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,257132,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20120027666,12/11/2012,8:50:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,256768,2,0,1,0,1,2,1,5,Not at intersection,2,40,Uknown,45424,Serious injury,Bicyclists
T20120027685,12/7/2012,21:00:00,1,Collision with vehicle,6,Friday,119,OTHER ADJACENT (INTERSECTIONS ONLY),6,257134,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,16-17,Other injury,Bicyclists
T20120027688,12/11/2012,12:18:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,256775,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20120027693,11/15/2012,8:45:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,256735,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,45424,Other injury,Bicyclists
T20120027696,11/23/2012,15:50:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,256733,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road,45424,Serious injury,Bicyclists
T20120027715,12/11/2012,16:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,36332,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,22-25,Other injury,Bicyclists
T20120027726,12/11/2012,20:30:00,1,Collision with vehicle,3,Tuesday,140,U TURN,2,274142,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20120027753,12/12/2012,11:15:00,4,Collision with a fixed object,4,Wednesday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,1,256732,3,0,0,2,1,3,1,5,Not at intersection,3,50,Uknown,26-29,Other injury,Bicyclists
T20120027755,12/11/2012,12:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,43571,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,30-39,Serious injury,Bicyclists
T20120027769,12/11/2012,19:06:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,42386,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Other,18-21,Other injury,Bicyclists
T20120027778,12/12/2012,12:25:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,256716,2,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other,60-64,Serious injury,Bicyclists
T20120027789,12/12/2012,15:23:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,60590,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other,50-59,Serious injury,Bicyclists
